id,audio_filepath,duration,raw_transcription,normalized_text,clean_sheng_text,language
local_sheng_000011,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00005.wav,10.84,Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua.,sw-KE
local_sheng_000012,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00006.wav,10.94,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,sw-KE
local_sheng_000013,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00007.wav,10.25,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,sw-KE
local_sheng_000014,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00008.wav,13.67,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mut,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mut,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mut,sw-KE
local_sheng_000015,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00009.wav,13.45,"Nili kujapujo na de veri same tingzi le te menyemze wangwa li pas manze RIP to the old man. Juhu na jwa the problem is that everyone close to that loved one feels very entitled to how things should go, how things should be.","Nili kujapujo na de veri same tingzi le te menyemze wangwa li pas manze RIP to the old man. Juhu na jwa the problem is that everyone close to that loved one feels very entitled to how things should go, how things should be.","Nili kujapujo na de veri same tingzi le te menyemze wangwa li pas manze RIP to the old man. Juhu na jwa the problem is that everyone close to that loved one feels very entitled to how things should go, how things should be.",sw-KE
local_sheng_000016,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00010.wav,10.84,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,sw-KE
local_sheng_000017,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00011.wav,13.94,"This is what their loved one wished for, for themselves, because wana fi piasisini kama tunamjua beta. We know him better, we know her better than they know themselves. Mimina kwa mtikuna punamare la tikzutwe ginoa li dayisha a wakuji mazizi yamzae.","This is what their loved one wished for themselves, because wana fi piasisini kama tunamjua beta. We know him better, we know her better than they know themselves. Mimina kwa mtikuna punamare la tikzutwe ginoa li dayisha a wakuji mazizi yamzae.","This is what their loved one wished for themselves, because wana fi piasisini kama tunamjua beta. We know him better, we know her better than they know themselves. Mimina kwa mtikuna punamare la tikzutwe ginoa li dayisha a wakuji mazizi yamzae.",sw-KE
local_sheng_000018,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00012.wav,11.46,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,sw-KE
local_sheng_000019,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00013.wav,10.22,"But it can get really ugly man. Does your family know what you really actually want when it comes to some things? Naiyondo assignment na takani kupati e wiki, but this is just a side note, right?","But it can get really ugly man. Does your family know what you really actually want when it comes to some things? Naiyondo assignment na takani kupati e wiki, but this is just a side note, right?","But it can get really ugly man. Does your family know what you really actually want when it comes to some things? Naiyondo assignment na takani kupati e wiki, but this is just a side note, right?",sw-KE
local_sheng_000020,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0002/Sheng0002_00014.wav,8.77,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,sw-KE
local_sheng_000022,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00001.wav,11.28,"Listen man, first of all congratulations to Gorma here not because they lost but of course because they lost one playing football.","Listen man, first of all congratulations to Gorma here not because they lost but of course because they lost one playing football.","Listen man, first of all congratulations to Gorma here not because they lost but of course because they lost one playing football.",sw-KE
local_sheng_000023,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00002.wav,13.6,Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mut,Mkurugenzi Abel Mutua za Mkurugenzi Abel Mut,Mkurugenzi Abel Mutua za Mkurugenzi Abel Mut,sw-KE
local_sheng_000025,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00004.wav,12.43,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mut,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mut,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mut,sw-KE
local_sheng_000026,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00005.wav,12.35,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori.,sw-KE
local_sheng_000027,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00006.wav,13.67,Mkurugenzi Abel Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua.,sw-KE
local_sheng_000028,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00007.wav,13.8,"Mwazumzo ya mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya, mwazumzo ya,","Mwazumzo ya, mwazumzo ya","Mwazumzo ya, mwazumzo ya",sw-KE
local_sheng_000029,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00008.wav,12.27,"Kormaia na kwa kwa kwa kwa kompetitifutbo. Azi ne baka wanabu kujorganize ya friendly, isndo wachiza competitive football. So this is it. I think we bloody need to start this professionally.","Kormaia na kwa kompetitifutbo. Azi ne baka wanabu kujorganize ya friendly, isndo wachiza competitive football. So this is it. I think we bloody need to start this professionally.","Kormaia na kwa kompetitifutbo. Azi ne baka wanabu kujorganize ya friendly, isndo wachiza competitive football. So this is it. I think we bloody need to start this professionally.",sw-KE
local_sheng_000030,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00009.wav,12.45,We need to find a solution this week. We need to find a solution very soon so that we can give our teams a chance to play competitive games out there. Buddha.,We need to find a solution this week. We need to find a solution very soon so that we can give our teams a chance to play competitive games out there. Buddha.,We need to find a solution this week. We need to find a solution very soon so that we can give our teams a chance to play competitive games out there. Buddha.,sw-KE
local_sheng_000031,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00010.wav,12.38,"Ni kamaweinge KCSI OJfa ya examihote dewa, dole 4-4. It's not possible. So we just need to find a solution for the local league to start. Does Professor Leagnes to come back?","Ni kamaweinge KCSI OJfa ya examihote dewa, dole 4-4. It's not possible. So we just need to find a solution for the local league to start. Does Professor Leagnes to come back?","Ni kamaweinge KCSI OJfa ya examihote dewa, dole 4-4. It's not possible. So we just need to find a solution for the local league to start. Does Professor Leagnes to come back?",sw-KE
local_sheng_000032,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00011.wav,13.71,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mut,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mut,Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mutua na stori za Mkurugenzi Abel Mut,sw-KE
local_sheng_000033,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0003/Sheng0003_00012.wav,8.83,"If Tasker play the way they played yesterday, they might be going a little bit further than we all thought when it comes to continental football.","If Tasker play the way they played yesterday, they might be going a little bit further than we all thought when it comes to continental football.","If Tasker play the way they played yesterday, they might be going a little bit further than we all thought when it comes to continental football.",sw-KE
local_sheng_000034,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0004/Sheng0004_00000.wav,13.71,"Who are we captaining this weekend? Last week, what only check out to Akiyakabruno for Nande's captain? Wea, la muka wala nikahat ni mutinga, arka pukha ar tuveki kula 7 diri wea wea. That was actually unexpected. That was amongst the people who got my check out to a...","Who are we captaining this weekend? Last week, what only check out to Akiyakabruno for Nande's captain? Wea, la muka wala nikahat ni mutinga, arka pukha ar tuveki kula 7 diri wea. That was actually unexpected. That was amongst the people who got my check out to a...","Who are we captaining this weekend? Last week, what only check out to Akiyakabruno for Nande's captain? Wea, la muka wala nikahat ni mutinga, arka pukha ar tuveki kula 7 diri wea. That was actually unexpected. That was amongst the people who got my check out to a...",sw-KE
local_sheng_000035,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0004/Sheng0004_00001.wav,9.02,"Mkurugenzi Abel Mutua, Mkurugenzi Abel Mutua, Mkurugenzi Abel Mutua, Mkurugenzi Abel Mutua.","Mkurugenzi Abel Mutua, Mkurugenzi Abel Mutua.","Mkurugenzi Abel Mutua, Mkurugenzi Abel Mutua.",sw-KE
local_sheng_000036,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0004/Sheng0004_00002.wav,16.38,Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mutua za Mkurugenzi Abel Mut,Mkurugenzi Abel Mutua za Mkurugenzi Abel Mut,Mkurugenzi Abel Mutua za Mkurugenzi Abel Mut,sw-KE
local_sheng_000037,/home/ray/Desktop/mkuru/dataset/segmented/Sheng0004/Sheng0004_00003.wav,12.69,"Man City v. Goventi, tunanguka na hale, ama Arsenal v. Chelsea and then the last one ever tun v. Manchester United. Eda matimeni ina loruma, City, City ina loruma.","Man City v. Goventi, tunanguka na hale, ama Arsenal v. Chelsea and then the last one ever tun v. Manchester United. Eda matimeni ina loruma, City ina loruma.","Man City v. Goventi, tunanguka na hale, ama Arsenal v. Chelsea and then the last one ever tun v. Manchester United. Eda matimeni ina loruma, City ina loruma.",sw-KE
